id,quote_id,security_id,strike,type,bid,ask,bid_size,ask_size,bank_sent_time,client_received_time,option_implied_volatility,option_delta,option_vega,option_theta,option_gamma,option_theoretical_price,underlying_security_id,underlying_type,underlying_bid,underlying_ask,underlying_bid_size,underlying_ask_size,underlying_bank_sent_time,underlying_client_received_time
5221,d4ca830e-10b1-11ec-b83d-a30bb29bc399,QQQ.CBOE.15V2021.P294,294.000000,PUT,0.460000,0.470000,155.000000,123.000000,1631111644994,1631111645580,-1,-1,-1,-1,-1,-1,QQQ.NASDAQ,STOCK,380.060000,380.070000,5800.000000,2800.000000,1631111649045,1631111649631
5217,d4ca8313-10b1-11ec-b83d-a30bb29bc399,QQQ.CBOE.15V2021.P298,298.000000,PUT,0.510000,0.520000,400.000000,94.000000,1631111645369,1631111645956,-1,-1,-1,-1,-1,-1,QQQ.NASDAQ,STOCK,380.060000,380.070000,5800.000000,2800.000000,1631111649045,1631111649631
5240,d4ca834f-10b1-11ec-b83d-a30bb29bc399,QQQ.CBOE.15V2021.C327,327.000000,CALL,54.640000,54.810000,12.000000,1.000000,1631111644993,1631111645580,-1,-1,-1,-1,-1,-1,QQQ.NASDAQ,STOCK,380.060000,380.070000,5800.000000,2800.000000,1631111649045,1631111649631
5249,d4ca8347-10b1-11ec-b83d-a30bb29bc399,QQQ.CBOE.15V2021.P180,180.000000,PUT,0.010000,0.030000,1717.000000,1731.000000,1631111646790,1631111647375,-1,-1,-1,-1,-1,-1,QQQ.NASDAQ,STOCK,380.060000,380.070000,5800.000000,2800.000000,1631111649045,1631111649631
5229,d4ca8308-10b1-11ec-b83d-a30bb29bc399,QQQ.CBOE.15V2021.P291,291.000000,PUT,0.420000,0.440000,938.000000,2552.000000,1631111646372,1631111646958,-1,-1,-1,-1,-1,-1,QQQ.NASDAQ,STOCK,380.060000,380.070000,5800.000000,2800.000000,1631111649045,1631111649631
5219,d4ca8312-10b1-11ec-b83d-a30bb29bc399,QQQ.CBOE.15V2021.P297,297.000000,PUT,0.500000,0.510000,73.000000,3575.000000,1631111644493,1631111645079,-1,-1,-1,-1,-1,-1,QQQ.NASDAQ,STOCK,380.060000,380.070000,5800.000000,2800.000000,1631111649045,1631111649631
5218,d4ca8311-10b1-11ec-b83d-a30bb29bc399,QQQ.CBOE.15V2021.P175,175.000000,PUT,0.010000,0.020000,1060.000000,366.000000,1631111646787,1631111647373,-1,-1,-1,-1,-1,-1,QQQ.NASDAQ,STOCK,380.060000,380.070000,5800.000000,2800.000000,1631111649045,1631111649631
5235,d4ca8304-10b1-11ec-b83d-a30bb29bc399,QQQ.CBOE.15V2021.P290,290.000000,PUT,0.410000,0.430000,1135.000000,2913.000000,1631111646371,1631111646957,-1,-1,-1,-1,-1,-1,QQQ.NASDAQ,STOCK,380.060000,380.070000,5800.000000,2800.000000,1631111649045,1631111649631
5246,d4ca8348-10b1-11ec-b83d-a30bb29bc399,QQQ.CBOE.15V2021.C326,326.000000,CALL,55.620000,55.780000,1.000000,1.000000,1631111645493,1631111646080,-1,-1,-1,-1,-1,-1,QQQ.NASDAQ,STOCK,380.060000,380.070000,5800.000000,2800.000000,1631111649045,1631111649631
5241,d4ca834e-10b1-11ec-b83d-a30bb29bc399,QQQ.CBOE.15V2021.C329,329.000000,CALL,52.720000,52.870000,10.000000,1.000000,1631111645613,1631111646202,-1,-1,-1,-1,-1,-1,QQQ.NASDAQ,STOCK,380.060000,380.070000,5800.000000,2800.000000,1631111649045,1631111649631
