id,quote_id,security_id,strike,type,bid,ask,bid_size,ask_size,bank_sent_time,client_received_time,option_implied_volatility,option_delta,option_vega,option_theta,option_gamma,option_theoretical_price,underlying_security_id,underlying_type,underlying_bid,underlying_ask,underlying_bid_size,underlying_ask_size,underlying_bank_sent_time,underlying_client_received_time
6743,5ef0cff0-1d4d-11ec-8d17-cf7341a3f7dc,AAPL.CBOE.17M2022.P80,80.000000,PUT,1.110000,1.150000,317.000000,677.000000,1632497864924,1632497866923,-1,-1,-1,-1,-1,-1,AAPL.NASDAQ,STOCK,145.940000,145.950000,6900.000000,300.000000,1632497866465,1632497868409
6742,5ef0d018-1d4d-11ec-8d17-cf7341a3f7dc,AAPL.CBOE.17M2022.C122_5,122.500000,CALL,29.200000,29.350000,34.000000,895.000000,1632497863924,1632497865867,-1,-1,-1,-1,-1,-1,AAPL.NASDAQ,STOCK,145.940000,145.950000,6900.000000,300.000000,1632497866465,1632497868409
6745,4d0a2323-1d4d-11ec-8d17-cf7341a3f7dc,AAPL.CBOE.17M2022.C38_75,38.750000,CALL,107.300000,107.500000,29.000000,26.000000,1632497833425,1632497835421,-1,-1,-1,-1,-1,-1,AAPL.NASDAQ,STOCK,145.900000,145.910000,6100.000000,1300.000000,1632497836389,1632497838332
6736,5ef0d019-1d4d-11ec-8d17-cf7341a3f7dc,AAPL.CBOE.17M2022.P60,60.000000,PUT,0.490000,0.520000,146.000000,1365.000000,1632497863925,1632497865921,-1,-1,-1,-1,-1,-1,AAPL.NASDAQ,STOCK,145.940000,145.950000,6900.000000,300.000000,1632497866465,1632497868409
6753,5ef0d00a-1d4d-11ec-8d17-cf7341a3f7dc,AAPL.CBOE.17M2022.C46_25,46.250000,CALL,99.850000,100.050000,119.000000,78.000000,1632497864924,1632497866868,-1,-1,-1,-1,-1,-1,AAPL.NASDAQ,STOCK,145.940000,145.950000,6900.000000,300.000000,1632497866465,1632497868409
6756,5ef0d00e-1d4d-11ec-8d17-cf7341a3f7dc,AAPL.CBOE.17M2022.P82_5,82.500000,PUT,1.220000,1.260000,232.000000,1063.000000,1632497863925,1632497865921,-1,-1,-1,-1,-1,-1,AAPL.NASDAQ,STOCK,145.940000,145.950000,6900.000000,300.000000,1632497866465,1632497868409
6733,5ef0d01c-1d4d-11ec-8d17-cf7341a3f7dc,AAPL.CBOE.17M2022.P240,240.000000,PUT,94.200000,94.500000,196.000000,419.000000,1632497862926,1632497864869,-1,-1,-1,-1,-1,-1,AAPL.NASDAQ,STOCK,145.940000,145.950000,6900.000000,300.000000,1632497866465,1632497868409
6732,5ef0d01b-1d4d-11ec-8d17-cf7341a3f7dc,AAPL.CBOE.17M2022.C57_5,57.500000,CALL,88.750000,89.050000,662.000000,504.000000,1632497863925,1632497865922,-1,-1,-1,-1,-1,-1,AAPL.NASDAQ,STOCK,145.940000,145.950000,6900.000000,300.000000,1632497866465,1632497868409
6739,5ef0cff6-1d4d-11ec-8d17-cf7341a3f7dc,AAPL.CBOE.17M2022.P97_5,97.500000,PUT,2.130000,2.170000,402.000000,1.000000,1632497863925,1632497865922,-1,-1,-1,-1,-1,-1,AAPL.NASDAQ,STOCK,145.940000,145.950000,6900.000000,300.000000,1632497866465,1632497868409
6738,5ef0a8db-1d4d-11ec-8d17-cf7341a3f7dc,AAPL.CBOE.17M2022.P180,180.000000,PUT,37.600000,37.800000,517.000000,777.000000,1632497863924,1632497865869,-1,-1,-1,-1,-1,-1,AAPL.NASDAQ,STOCK,145.940000,145.950000,6900.000000,300.000000,1632497866465,1632497868409
6749,5ef0d006-1d4d-11ec-8d17-cf7341a3f7dc,AAPL.CBOE.17M2022.P230,230.000000,PUT,84.350000,84.650000,289.000000,353.000000,1632497862511,1632497864475,-1,-1,-1,-1,-1,-1,AAPL.NASDAQ,STOCK,145.940000,145.950000,6900.000000,300.000000,1632497866465,1632497868409
6731,5ef0d01d-1d4d-11ec-8d17-cf7341a3f7dc,AAPL.CBOE.17M2022.P121_25,121.250000,PUT,5.400000,5.500000,660.000000,2746.000000,1632497862511,1632497864474,-1,-1,-1,-1,-1,-1,AAPL.NASDAQ,STOCK,145.940000,145.950000,6900.000000,300.000000,1632497866465,1632497868409
6729,5ef0d01f-1d4d-11ec-8d17-cf7341a3f7dc,AAPL.CBOE.17M2022.C72_5,72.500000,CALL,74.150000,74.450000,728.000000,533.000000,1632497863424,1632497865367,-1,-1,-1,-1,-1,-1,AAPL.NASDAQ,STOCK,145.940000,145.950000,6900.000000,300.000000,1632497866465,1632497868409
6744,5ef0cff3-1d4d-11ec-8d17-cf7341a3f7dc,AAPL.CBOE.17M2022.P46_25,46.250000,PUT,0.220000,0.270000,588.000000,1517.000000,1632497864924,1632497866922,-1,-1,-1,-1,-1,-1,AAPL.NASDAQ,STOCK,145.940000,145.950000,6900.000000,300.000000,1632497866465,1632497868409
6757,5ef0d012-1d4d-11ec-8d17-cf7341a3f7dc,AAPL.CBOE.17M2022.P115,115.000000,PUT,4.200000,4.250000,1588.000000,12.000000,1632497864924,1632497866923,-1,-1,-1,-1,-1,-1,AAPL.NASDAQ,STOCK,145.940000,145.950000,6900.000000,300.000000,1632497866465,1632497868409
6754,5ef0d00b-1d4d-11ec-8d17-cf7341a3f7dc,AAPL.CBOE.17M2022.P117_5,117.500000,PUT,4.650000,4.750000,163.000000,3115.000000,1632497862510,1632497864453,-1,-1,-1,-1,-1,-1,AAPL.NASDAQ,STOCK,145.940000,145.950000,6900.000000,300.000000,1632497866465,1632497868409
