id,quote_id,security_id,strike,type,bid,ask,bid_size,ask_size,bank_sent_time,client_received_time,option_implied_volatility,option_delta,option_vega,option_theta,option_gamma,option_theoretical_price,underlying_security_id,underlying_type,underlying_bid,underlying_ask,underlying_bid_size,underlying_ask_size,underlying_bank_sent_time,underlying_client_received_time
7173,6947875c-1d4f-11ec-95ac-39f46307a38e,MARA.CBOE.17M2022.C20,20.000000,CALL,19.050000,19.750000,2306.000000,645.000000,1632498739031,1632498740990,-1,-1,-1,-1,-1,-1,MARA.NASDAQ,STOCK,35.800000,35.840000,100.000000,1000.000000,1632498742403,1632498744380
7180,69478770-1d4f-11ec-95ac-39f46307a38e,MARA.CBOE.17M2022.C30,30.000000,CALL,14.100000,14.800000,3300.000000,527.000000,1632498737030,1632498738990,-1,-1,-1,-1,-1,-1,MARA.NASDAQ,STOCK,35.800000,35.840000,100.000000,1000.000000,1632498742403,1632498744380
7194,69478764-1d4f-11ec-95ac-39f46307a38e,MARA.CBOE.17M2022.C60,60.000000,CALL,6.800000,7.250000,492.000000,1253.000000,1632498739530,1632498741489,-1,-1,-1,-1,-1,-1,MARA.NASDAQ,STOCK,35.800000,35.840000,100.000000,1000.000000,1632498742403,1632498744380
7179,6947876f-1d4f-11ec-95ac-39f46307a38e,MARA.CBOE.17M2022.C32,32.000000,CALL,13.500000,14.000000,836.000000,392.000000,1632498739031,1632498740990,-1,-1,-1,-1,-1,-1,MARA.NASDAQ,STOCK,35.800000,35.840000,100.000000,1000.000000,1632498742403,1632498744380
7184,6947876b-1d4f-11ec-95ac-39f46307a38e,MARA.CBOE.17M2022.C37,37.000000,CALL,11.700000,12.300000,2240.000000,1140.000000,1632498738030,1632498739990,-1,-1,-1,-1,-1,-1,MARA.NASDAQ,STOCK,35.800000,35.840000,100.000000,1000.000000,1632498742403,1632498744380
7186,69478754-1d4f-11ec-95ac-39f46307a38e,MARA.CBOE.17M2022.P25,25.000000,PUT,5.950000,6.150000,701.000000,306.000000,1632498737030,1632498738990,-1,-1,-1,-1,-1,-1,MARA.NASDAQ,STOCK,35.800000,35.840000,100.000000,1000.000000,1632498742403,1632498744380
7190,69478755-1d4f-11ec-95ac-39f46307a38e,MARA.CBOE.17M2022.P47,47.000000,PUT,20.300000,20.750000,328.000000,661.000000,1632498738530,1632498740489,-1,-1,-1,-1,-1,-1,MARA.NASDAQ,STOCK,35.800000,35.840000,100.000000,1000.000000,1632498742403,1632498744380
7191,6947875b-1d4f-11ec-95ac-39f46307a38e,MARA.CBOE.17M2022.C42,42.000000,CALL,10.450000,10.900000,2.000000,1224.000000,1632498739530,1632498741489,-1,-1,-1,-1,-1,-1,MARA.NASDAQ,STOCK,35.800000,35.840000,100.000000,1000.000000,1632498742403,1632498744380
7171,69478757-1d4f-11ec-95ac-39f46307a38e,MARA.CBOE.17M2022.C27,27.000000,CALL,15.450000,16.100000,2245.000000,404.000000,1632498738530,1632498740489,-1,-1,-1,-1,-1,-1,MARA.NASDAQ,STOCK,35.800000,35.840000,100.000000,1000.000000,1632498742403,1632498744380
7199,6947876e-1d4f-11ec-95ac-39f46307a38e,MARA.CBOE.17M2022.P50,50.000000,PUT,22.600000,23.050000,735.000000,272.000000,1632498737531,1632498739491,-1,-1,-1,-1,-1,-1,MARA.NASDAQ,STOCK,35.800000,35.840000,100.000000,1000.000000,1632498742403,1632498744380
